Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,Cpu brand,HDD,SSD,Hybrib,Flash_Storage
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
Vero,Notebook,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.3,13852.8,0,1,157.3505121487356,Other Intel Processor,0,0,0,32
Xiaomi,Ultrabook,8,256 SSD,Nvidia GeForce MX150,No OS,1.3,53274.672,0,1,165.6321180513006,Intel Core i5,0,256,0,0
Lenovo,Notebook,8,256 SSD,Nvidia GeForce MX150,No OS,2.8,37189.44,0,0,106.11306214269258,Intel Core i5,0,256,0,0
Dell,2 in 1 Convertible,8,1000 HDD,Intel UHD Graphics 620,Windows 10,1.62,44701.92,1,1,165.6321180513006,Intel Core i7,1000,0,0,0
HP,Notebook,8,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.5,48697.92,0,1,127.33567457123111,Intel Core i5,1000,0,0,0
Razer,Gaming,32,1000 SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,324954.72,1,0,254.67134914246222,Intel Core i7,0,1000,0,0
HP,Notebook,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,51095.52,0,0,165.6321180513006,Intel Core i5,0,512,0,0
HP,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,73473.12,0,1,127.33567457123111,Intel Core i7,1000,256,0,0
HP,Notebook,8,256 SSD,Nvidia GeForce 930MX ,Windows 10,2.5,55677.6,0,0,127.33567457123111,Intel Core i7,0,256,0,0
Dell,Gaming,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.65,98301.6,0,1,282.42399616439724,Intel Core i7,1000,512,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,26267.04,0,0,100.45466986113651,Intel Core i5,0,128,0,0
Acer,Notebook,8,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23,39533.76,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
Lenovo,Gaming,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,93186.72,0,1,141.21199808219862,Intel Core i7,1000,512,0,0
Dell,Workstation,16,256 SSD +  1000 HDD,Nvidia Quadro M1200,Windows 10,2.8,162770.4,0,0,282.42399616439724,Other Intel Processor,1000,256,0,0
Lenovo,Gaming,16,512 SSD,Nvidia GeForce GTX 1060,No OS,2.4,74485.44,0,0,141.21199808219862,Intel Core i7,0,512,0,0
Dell,Notebook,6,1000 HDD,Intel HD Graphics 620,Windows 10,2.3,23389.92,1,0,100.45466986113651,Intel Core i3,1000,0,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.21,103842.72,1,1,331.2642361026012,Intel Core i7,0,256,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,,77202.72,0,0,165.6321180513006,Intel Core i7,0,256,0,0
Acer,Notebook,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,74964.96,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
HP,Notebook,4,500 HDD,Intel HD Graphics 520,No OS,2.1,18594.72,0,0,141.21199808219862,Intel Core i3,500,0,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,No OS,2.2,29250.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Huawei,Ultrabook,8,512 SSD,Intel HD Graphics 620,Windows 10,1.05,79866.72,0,1,199.69207064108247,Intel Core i7,0,512,0,0
Dell,Ultrabook,8,256 SSD,AMD Radeon 530,Windows 10,1.4,49650.5664,0,1,165.6321180513006,Intel Core i7,0,256,0,0
Lenovo,Notebook,8,1000 HDD,Nvidia GeForce GTX 940MX,No OS,2.8,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
HP,Notebook,8,256 SSD,Nvidia GeForce 930MX,Windows 10,1.63,54931.68,0,0,157.3505121487356,Intel Core i7,0,256,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.6,61218.72,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Dell,2 in 1 Convertible,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.62,68145.12,1,0,165.6321180513006,Intel Core i7,0,512,0,0
Dell,Notebook,8,256 SSD,AMD Radeon 520,Linux,2.2,36089.208,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,2 in 1 Convertible,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.74,47898.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
Toshiba,Ultrabook,8,256 SSD,Intel HD Graphics 520,Windows 10,1.2,72620.64,0,0,165.6321180513006,Intel Core i7,0,256,0,0
HP,Notebook,8,1000 HDD,Intel UHD Graphics 620,Windows 10,2.1,42304.32,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,130873.7952,0,1,127.33567457123111,Intel Core i7,1000,256,0,0
Acer,Notebook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.2,44328.96,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Dell,Notebook,16,1000 HDD,AMD Radeon R7 M445,Windows 10,2.3,45768.0528,1,0,141.21199808219862,Intel Core i7,1000,0,0,0
Asus,Notebook,8,256 SSD,Nvidia GeForce 920MX ,Windows 10,2.0,40972.32,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Asus,Notebook,8,256 SSD +  500 HDD,Nvidia GeForce GTX 950M,Windows 10,2.69,47472.48,0,0,127.33567457123111,Intel Core i5,500,256,0,0
HP,Notebook,8,1000 HDD,AMD FirePro W4190M ,Windows 10,1.9,67612.32,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
Asus,Notebook,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.37,21258.1872,0,0,100.45466986113651,Intel Core i3,1000,0,0,0
HP,Notebook,4,500 HDD,AMD Radeon R2,Windows 10,2.1,17582.4,0,0,100.45466986113651,AMD Processor,500,0,0,0
Lenovo,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,79866.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
Dell,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.6,45767.52,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Acer,2 in 1 Convertible,8,256 SSD,Intel HD Graphics 520,Windows 10,1.6,36709.92,1,1,165.6321180513006,Intel Core i5,0,256,0,0
Dell,Notebook,16,256 SSD,AMD Radeon R7 M445,Linux,2.36,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Acer,Notebook,4,1000 HDD,Intel HD Graphics 520,Linux,2.1,20779.2,0,0,100.45466986113651,Intel Core i3,1000,0,0,0
Asus,Notebook,4,128 SSD +  1000 HDD,AMD Radeon R5 M430,Windows 10,2.2,30636.0,0,0,141.21199808219862,AMD Processor,1000,128,0,0
Asus,Gaming,32,512 SSD +  1000 HDD,Nvidia GeForce GTX 1080,Windows 10,4.7,207259.2,0,0,127.33567457123111,Intel Core i7,1000,512,0,0
Acer,Gaming,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,45074.88,0,1,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Notebook,8,128 SSD,Intel HD Graphics 520,Windows 10,7.2,31381.92,0,0,100.45466986113651,Intel Core i3,0,128,0,0
Asus,Notebook,8,128 SSD +  1000 HDD,Nvidia GeForce 150MX,Windows 10,2.1,61005.6,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
Asus,Notebook,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 950M,No OS,2.69,47365.92,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
Dell,Gaming,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,46833.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,2 in 1 Convertible,8,256 SSD,Intel HD Graphics 620,Windows 10,1.38,57489.12,1,1,158.48253022174808,Intel Core i7,0,256,0,0
Dell,Notebook,8,128 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.2,52480.8,0,0,141.21199808219862,Intel Core i7,2000,128,0,0
HP,Notebook,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.04,29783.52,1,0,100.45466986113651,Intel Core i5,1000,0,0,0
Asus,Gaming,16,256 SSD,Nvidia GeForce GTX 1080,Windows 10,3.6,159786.72,0,0,127.33567457123111,Intel Core i7,0,256,0,0
HP,Notebook,4,500 HDD,Intel UHD Graphics 620,Windows 10,1.49,35964.0,0,1,165.6321180513006,Intel Core i5,500,0,0,0
Apple,Ultrabook,8,512 SSD,Intel Iris Plus Graphics 650,macOS,1.37,108691.2,0,1,226.98300468106115,Intel Core i5,0,512,0,0
Dell,2 in 1 Convertible,8,1000 HDD,Intel UHD Graphics 620,Windows 10,2.08,43636.32,1,1,141.21199808219862,Intel Core i7,1000,0,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,95850.72,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Asus,Notebook,4,1000 HDD,AMD Radeon R5 M420,Windows 10,1.68,24988.32,0,0,100.45466986113651,AMD Processor,1000,0,0,0
Lenovo,2 in 1 Convertible,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.37,98514.72,1,1,158.48253022174808,Intel Core i7,0,512,0,0
Acer,Notebook,4,256 SSD,Nvidia GeForce MX130,Windows 10,3.0,37402.56,0,1,127.33567457123111,Intel Core i3,0,256,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.41,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,0,0
HP,Notebook,8,128 SSD,AMD Radeon R4 Graphics,Windows 10,1.91,23757.552,0,0,100.45466986113651,AMD Processor,0,128,0,0
HP,Notebook,16,1000 HDD,Nvidia GeForce MX150,Windows 10,2.9,56423.52,0,1,127.33567457123111,Intel Core i7,1000,0,0,0
MSI,Gaming,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,133146.72,0,0,127.33567457123111,Intel Core i7,1000,512,0,0
Lenovo,2 in 1 Convertible,8,512 SSD,Nvidia GeForce GTX 1050M,Windows 10,2.0,90522.72,1,1,141.21199808219862,Intel Core i7,0,512,0,0
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.8,60845.76,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
Lenovo,Notebook,4,256 SSD,Intel HD Graphics 520,No OS,2.2,23656.32,0,0,141.21199808219862,Intel Core i3,0,256,0,0
HP,Notebook,4,500 HDD,Intel HD Graphics 620,Windows 10,2.1,38468.16,0,1,141.21199808219862,Intel Core i5,500,0,0,0
Dell,Notebook,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.18,35004.96,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Dell,Notebook,8,1000 HDD,AMD Radeon R5 M430,Windows 10,2.24,30103.2,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Dell,2 in 1 Convertible,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.67,42570.72,1,0,141.21199808219862,Intel Core i5,0,256,0,0
Asus,2 in 1 Convertible,8,512 SSD +  512 SSD,Intel UHD Graphics 620,Windows 10,4.1,79866.72,1,0,165.6321180513006,Intel Core i7,0,1024,0,0
HP,Notebook,8,1000 HDD,Nvidia GeForce 930MX ,Windows 10,2.5,54239.04,0,0,127.33567457123111,Intel Core i7,1000,0,0,0
Lenovo,Notebook,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.05,46886.4,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Apple,Ultrabook,8,512 SSD,Intel Iris Graphics 550,macOS,1.37,104370.192,0,1,226.98300468106115,Intel Core i5,0,512,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.2,82530.72,0,0,127.33567457123111,AMD Processor,1000,256,0,0
Dell,Notebook,8,256 SSD,AMD Radeon 520,Linux,2.14,39164.5296,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Lenovo,2 in 1 Convertible,16,512 SSD,Intel HD Graphics 520,Windows 10,1.36,133146.72,1,0,209.8006828649808,Intel Core i7,0,512,0,0
Toshiba,Notebook,8,500 HDD,Nvidia GeForce 930M,Windows 10,2.2,43263.36,0,0,100.45466986113651,Intel Core i7,500,0,0,0
Dell,Notebook,12,1000 HDD,Intel HD Graphics 620,Windows 10,2.3,37992.3696,0,0,100.45466986113651,Intel Core i7,1000,0,0,0
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Linux,2.8,58554.72,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
Acer,Notebook,8,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,39693.6,0,1,141.21199808219862,Intel Core i7,1000,0,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 520,Windows 10,2.8,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
Lenovo,Notebook,8,2000 HDD,Nvidia GeForce MX150,No OS,2.8,45234.72,0,0,127.33567457123111,Intel Core i7,2000,0,0,0
Lenovo,Notebook,6,128 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,2.8,45767.52,0,0,106.11306214269258,Intel Core i7,1000,128,0,0
Dell,Notebook,4,1000 HDD,AMD Radeon R5 M430,Linux,2.25,22803.84,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
Lenovo,Gaming,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,44169.12,0,1,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Notebook,6,256 SSD,Intel HD Graphics 620,Windows 10,2.2,30849.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Acer,Notebook,8,256 SSD,Nvidia GeForce MX150,Windows 10,3.0,50669.28,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Acer,Notebook,12,1000 HDD,Intel HD Graphics 620,Windows 10,2.15,35111.52,1,1,141.21199808219862,Intel Core i7,1000,0,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 630,Windows 10,1.95,58448.16,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Asus,Ultrabook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,52054.56,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,62817.12,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
Lenovo,Notebook,8,1000 HDD,Nvidia GeForce 940MX,No OS,2.2,35112.0528,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
Acer,Notebook,2,16 SSD,Intel HD Graphics,Chrome OS,2.19,10602.72,0,0,100.45466986113651,Other Intel Processor,0,16,0,0
Asus,Gaming,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,63243.36,0,0,127.33567457123111,Intel Core i7,1000,0,0,0
HP,Notebook,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.54,26053.92,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
Dell,Notebook,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,97449.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Lenovo,Notebook,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.05,39373.92,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Gaming,8,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,69210.72,0,1,141.21199808219862,Intel Core i7,1000,0,0,0
Acer,Notebook,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,52161.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Dell,Workstation,16,256 SSD,Nvidia Quadro M1200,Windows 10,3.42,153705.3408,0,0,127.33567457123111,Intel Core i7,0,256,0,0
Lenovo,Notebook,6,1000 HDD,AMD Radeon R5 430,Windows 10,2.4,26586.72,0,0,141.21199808219862,AMD Processor,1000,0,0,0
Asus,Ultrabook,16,512 SSD,Nvidia GeForce 940MX,Windows 10,1.63,78215.04,0,0,141.21199808219862,Intel Core i7,0,512,0,0
Asus,Notebook,4,128 SSD,Intel HD Graphics 620,Windows 10,1.3,27119.52,0,0,111.93520355955211,Intel Core i3,0,128,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,113060.16,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Lenovo,Notebook,6,1000 HDD,Nvidia GeForce GTX 940M,Windows 10,5.8,34578.72,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
Lenovo,Notebook,8,2000 HDD,Nvidia GeForce 940MX,No OS,2.2,29250.72,0,0,100.45466986113651,Intel Core i5,2000,0,0,0
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,67399.2,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 505,No OS,2.2,19180.2672,0,0,100.45466986113651,Other Intel Processor,1000,0,0,0
HP,2 in 1 Convertible,16,256 SSD,Intel HD Graphics 620,Windows 10,1.28,105228.0,1,0,165.6321180513006,Intel Core i7,0,256,0,0
Toshiba,Notebook,8,256 SSD,Nvidia GeForce 930M,Windows 10,2.2,55571.04,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Lenovo,Notebook,8,128 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,2.3,43636.32,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
HP,Notebook,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.86,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.1,53226.72,0,1,165.6321180513006,Intel Core i5,0,256,0,0
Dell,Ultrabook,16,1000 SSD,Intel UHD Graphics 620,Windows 10,1.21,133146.72,1,1,331.2642361026012,Intel Core i7,0,1000,0,0
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,111834.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
Acer,Notebook,8,256 SSD,AMD Radeon R5,Windows 10,2.23,24988.32,0,0,141.21199808219862,AMD Processor,0,256,0,0
Asus,2 in 1 Convertible,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.1,14652.0,1,0,135.0942111925629,Other Intel Processor,0,0,0,32
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.33,44968.32,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
HP,2 in 1 Convertible,16,1000 SSD,Intel UHD Graphics 620,Windows 10,1.29,130482.72,1,1,331.2642361026012,Intel Core i7,0,1000,0,0
Lenovo,Notebook,4,16 Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,24503.472,0,0,117.82653006268643,Other Intel Processor,0,0,0,16
HP,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.95,52214.4,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Acer,Notebook,4,128 Flash Storage,Intel HD Graphics 405,Windows 10,1.4,25840.8,0,0,135.0942111925629,Other Intel Processor,0,0,0,128
HP,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,68837.76,0,0,157.3505121487356,Intel Core i7,0,256,0,0
Lenovo,Notebook,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.79,31381.92,0,0,106.11306214269258,Intel Core i5,1000,0,0,0
Asus,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,58288.32,0,0,157.3505121487356,Intel Core i7,0,256,0,0
HP,Notebook,8,1000 HDD,Intel UHD Graphics 620,Windows 10,2.1,48058.56,0,1,100.45466986113651,Intel Core i7,1000,0,0,0
Acer,Notebook,8,256 SSD,AMD Radeon RX 540,Windows 10,2.2,35111.52,0,0,100.45466986113651,AMD Processor,0,256,0,0
Lenovo,Notebook,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.44,15557.76,0,0,111.93520355955211,Other Intel Processor,0,0,0,32
Acer,Notebook,6,1000 HDD,Intel HD Graphics 620,Windows 10,8.23,29250.72,0,0,100.45466986113651,Intel Core i5,1000,0,0,0
Asus,Ultrabook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,55938.672,0,0,141.21199808219862,Intel Core i7,0,256,0,0
HP,Ultrabook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,176.23257360658386,Intel Core i7,0,256,0,0
Dell,Notebook,32,1000 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92,1,0,282.42399616439724,Intel Core i7,0,1000,0,0
MSI,Gaming,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Toshiba,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,141.21199808219862,Intel Core i5,0,256,0,0
Asus,Notebook,8,256 SSD +  1000 HDD,Intel HD Graphics 620,Windows 10,2.0,71075.52,0,0,157.3505121487356,Intel Core i7,1000,256,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
Asus,Gaming,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
HP,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,67559.04,0,0,157.3505121487356,Intel Core i5,0,256,0,0
HP,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Asus,Notebook,4,1000 HDD,Intel HD Graphics 500,Linux,2.0,14651.4672,0,0,100.45466986113651,Other Intel Processor,1000,0,0,0
Dell,Notebook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Dell,Notebook,4,500 HDD,Intel HD Graphics,Linux,2.2,14646.672,0,0,100.45466986113651,Other Intel Processor,500,0,0,0
Lenovo,Notebook,12,2000 HDD,AMD Radeon 530,Windows 10,2.2,47898.72,0,0,141.21199808219862,AMD Processor,2000,0,0,0
HP,Notebook,8,1000 HDD,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48,0,1,141.21199808219862,Intel Core i3,1000,0,0,0
Lenovo,2 in 1 Convertible,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,316.96506044349616,Intel Core i7,0,512,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,84129.12,0,0,165.6321180513006,Intel Core i7,0,256,0,0
Lenovo,Gaming,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,141.21199808219862,Intel Core i7,2000,256,0,0
HP,Notebook,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,111.93520355955211,Other Intel Processor,0,0,0,32
Dell,Ultrabook,16,512 SSD +  256 SSD,Intel UHD Graphics 620,Windows 10,1.88,85672.1088,0,0,141.21199808219862,Intel Core i7,0,768,0,0
Asus,2 in 1 Convertible,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,19980.0,1,0,135.0942111925629,Other Intel Processor,0,0,0,32
Dell,Ultrabook,8,1000 HDD,AMD Radeon 530,Windows 10,0.0002,35324.64,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
HP,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,69477.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52,0,0,127.33567457123111,Intel Core i7,1000,128,0,0
HP,Workstation,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.6,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Toshiba,Notebook,16,512 SSD,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,141.21199808219862,Intel Core i7,0,512,0,0
Dell,Notebook,8,128 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.02,51729.552,0,0,141.21199808219862,Intel Core i7,2000,128,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 500,No OS,2.2,17155.6272,0,0,100.45466986113651,Other Intel Processor,1000,0,0,0
Dell,Gaming,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Dell,Notebook,8,2000 HDD,Intel HD Graphics 620,Windows 10,2.36,29696.6736,1,0,100.45466986113651,Intel Core i5,2000,0,0,0
Dell,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,76030.56,0,0,157.3505121487356,Intel Core i5,0,256,0,0
HP,Notebook,4,500 HDD,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,100.45466986113651,Intel Core i3,500,0,0,0
Asus,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Lenovo,Notebook,6,128 SSD +  1000 HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32,0,0,106.11306214269258,Intel Core i5,1000,128,0,0
HP,Notebook,8,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Lenovo,Notebook,8,256 SSD,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,100.45466986113651,Intel Core i3,0,256,0,0
HP,Notebook,8,2000 HDD,Intel HD Graphics 405,Windows 10,2.04,20725.92,0,0,100.45466986113651,Other Intel Processor,2000,0,0,0
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,127.33567457123111,Intel Core i5,1000,128,0,0
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
Dell,Notebook,8,256 SSD,AMD Radeon R7 M445,Windows 10,2.33,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,0,0
HP,Ultrabook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,157.3505121487356,Intel Core i7,0,256,0,0
Asus,2 in 1 Convertible,12,512 SSD +  2000 HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,141.21199808219862,Intel Core i7,2000,512,0,0
Acer,Notebook,4,128 SSD,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,100.45466986113651,AMD Processor,0,128,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,127.33567457123111,AMD Processor,1000,256,0,0
Lenovo,Notebook,4,128 SSD,AMD Radeon R5,Windows 10,2.6,26053.92,0,0,106.11306214269258,AMD Processor,0,128,0,0
Dell,2 in 1 Convertible,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.62,46300.8528,1,0,165.6321180513006,Intel Core i7,0,256,0,0
