Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,Cpu brand,HDD,SSD,Gpu brand,OS,Price
Asus,Notebook,4,0.26236426446749106,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows,10.208009042782656
Acer,Notebook,8,0.7884573603642703,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows,10.336863503805128
Asus,Ultrabook,16,0.4885800148186709,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,11.267217235406594
Samsung,Ultrabook,16,-0.21072103131565253,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.383485348791732
Asus,2 in 1 Convertible,16,0.8329091229351039,1,0,282.42399616439724,Intel Core i7,2000,512,Nvidia,Windows,11.470547260182666
Lenovo,Notebook,4,0.36464311358790924,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,10.756618652168314
Asus,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows,10.5552565839505
HP,Notebook,4,0.712949807856125,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows,10.50497986449436
HP,2 in 1 Convertible,4,0.371563556432483,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,Windows,10.62842405558548
Lenovo,Gaming,8,0.9162907318741551,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.105659536357711
HP,Notebook,8,0.6626879730752367,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,Windows,9.93914036985058
Lenovo,Ultrabook,16,0.3074846997479607,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.469991241263699
HP,Ultrabook,8,0.10436001532424286,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,11.18267988243989
Toshiba,Notebook,8,0.22314355131420976,1,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.311846686253432
Dell,2 in 1 Convertible,16,1.0188473201992472,1,0,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows,11.470547260182666
Apple,Ultrabook,8,-0.08338160893905101,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac,11.129394827810977
Dell,Ultrabook,8,0.47000362924573563,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,11.408044834149253
Asus,Ultrabook,8,0.09531017980432493,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,11.510857728676223
Lenovo,Netbook,4,0.4637340162321402,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,10.290919027754468
Acer,Notebook,8,0.4054651081081644,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows,10.403666298916729
Dell,Notebook,8,0.7608058290337602,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux,10.57552675900535
HP,Notebook,4,0.27763173659827955,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.525211768465944
HP,Notebook,4,0.62057648772511,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows,9.964497380151283
Microsoft,Ultrabook,4,0.22474227267790678,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows,10.872255357854845
HP,Notebook,4,0.62057648772511,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows,10.167289367847482
Dell,Notebook,8,0.8415671856782185,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Others/No OS/Linux,10.354869672690878
Dell,Gaming,16,1.472472057360943,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.801613023751163
Dell,Gaming,8,0.9631743177730056,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.030873869571886
Dell,Gaming,8,0.9745596399981308,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,11.061462490597744
Acer,2 in 1 Convertible,8,0.4054651081081644,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.717261720884188
HP,2 in 1 Convertible,8,0.4574248470388755,1,1,117.82653006268643,Intel Core i5,0,256,Intel,Windows,10.704907085240231
Xiaomi,Ultrabook,8,0.2468600779315258,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Windows,10.816107555520821
HP,Notebook,8,0.7419373447293773,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,10.54924119319278
Lenovo,Notebook,4,0.6151856390902335,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,10.003598553570956
Lenovo,Notebook,4,0.6418538861723947,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux,9.801561133612584
Mediacom,2 in 1 Convertible,4,0.14842000511827322,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows,9.67600459962282
Lenovo,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux,10.283659467741664
MSI,Gaming,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.272726554360904
Dell,Ultrabook,8,0.25464221837358075,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,11.368208546953756
Lenovo,Gaming,8,1.1631508098056809,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,11.144911042902732
Dell,Gaming,16,1.4861396960896067,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.98617622657084
Microsoft,Ultrabook,8,0.22474227267790678,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows,11.508104342010855
Dell,Notebook,8,0.6418538861723947,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.993953872709783
Acer,Notebook,8,0.8754687373538999,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,Windows,10.658921971998408
HP,Notebook,8,0.6678293725756554,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.863113597896751
Dell,Gaming,32,1.4861396960896067,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.91293572239543
Asus,Notebook,6,0.6931471805599453,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia,Windows,10.333403292740233
Toshiba,Notebook,8,0.4054651081081644,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows,11.07393666482292
Acer,Notebook,8,1.0986122886681098,0,1,127.33567457123111,Intel Core i5,0,256,Nvidia,Windows,10.725492220020703
MSI,Gaming,16,1.0784095813505903,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.702152960779438
Lenovo,Workstation,16,0.9162907318741551,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,12.076935697460716
HP,2 in 1 Convertible,8,0.3920420877760237,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.371282634834179
Dell,Ultrabook,8,0.23111172096338664,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.421778496562451
Acer,Notebook,8,0.9162907318741551,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux,10.862092668762644
Acer,Notebook,4,0.7419373447293773,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows,9.827763506006608
Asus,2 in 1 Convertible,6,0.4054651081081644,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,10.435481129939486
Dell,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Windows,10.187966701099125
Asus,Gaming,16,1.0043016091968684,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.601107316686976
Xiaomi,Ultrabook,8,0.26236426446749106,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Others/No OS/Linux,10.883216300213938
Asus,Ultrabook,16,0.09531017980432493,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,11.442303324087279
Dell,Ultrabook,8,0.3074846997479607,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,11.270074185856739
HP,Notebook,8,0.3987761199573678,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,10.981350045485636
Asus,Notebook,4,0.62057648772511,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Windows,10.013431946154272
Dell,Ultrabook,8,0.5306282510621704,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.754345923917311
HP,Notebook,2,0.36464311358790924,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows,9.493013922696841
Toshiba,Ultrabook,8,0.1823215567939546,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows,10.974070668482735
Dell,Gaming,32,1.4861396960896067,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,12.030401247333158
Lenovo,Gaming,8,0.9162907318741551,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,10.695781181367428
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,AMD Processor,0,128,AMD,Windows,9.964522443121997
HP,Notebook,8,0.10436001532424286,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,11.02220830408089
Asus,Notebook,8,0.8329091229351039,0,0,141.21199808219862,Intel Core i5,128,0,Intel,Windows,10.3556835631319
Lenovo,Notebook,8,0.8329091229351039,0,1,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,10.7215735450074
Lenovo,Notebook,4,0.6418538861723947,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux,9.883643964401065
Lenovo,Notebook,8,0.3364722366212129,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows,10.830969824842061
Lenovo,Workstation,16,0.8329091229351039,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,11.777361428141106
HP,Notebook,4,0.8372475245337022,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,10.533971572370383
HP,Ultrabook,4,0.23111172096338664,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,11.340108040487776
HP,Notebook,6,0.7839015438284094,0,0,100.45466986113651,Intel Core i7,1000,0,AMD,Windows,10.614128815398654
Lenovo,2 in 1 Convertible,16,0.26236426446749106,1,1,276.053530085501,Intel Core i7,0,512,Intel,Windows,11.288114524334732
Lenovo,Notebook,8,0.6678293725756554,0,1,141.21199808219862,Intel Core i5,0,512,Intel,Windows,11.557785126252114
Acer,Notebook,4,0.8754687373538999,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,10.301710499387234
Lenovo,Notebook,8,1.0296194171811581,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.353987209883721
HP,2 in 1 Convertible,8,0.3920420877760237,1,0,220.84282406840083,Intel Core i7,0,512,Intel,Windows,11.596756189041978
Lenovo,Notebook,8,0.5306282510621704,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.053902605789805
HP,Netbook,8,0.23111172096338664,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,11.211900368986477
Chuwi,Notebook,4,0.636576829071551,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows,9.49261223560568
Lenovo,Notebook,16,0.9162907318741551,0,0,141.21199808219862,Intel Core i7,0,0,AMD,Windows,10.977716980635755
HP,Ultrabook,4,0.23111172096338664,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,11.314449160071012
HP,Notebook,8,0.9162907318741551,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia,Windows,10.860047678274917
Dell,2 in 1 Convertible,4,0.5364933705145685,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,Windows,10.450993742936223
Dell,Notebook,8,0.6418538861723947,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Windows,10.826745953725876
Toshiba,Notebook,8,0.6931471805599453,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.732493415479688
Lenovo,Ultrabook,8,0.27763173659827955,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.288114524334732
Lenovo,Notebook,4,0.6418538861723947,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Others/No OS/Linux,10.169762314876662
Dell,Gaming,16,0.9745596399981308,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.18267988243989
Dell,Ultrabook,16,0.1823215567939546,1,0,276.053530085501,Intel Core i7,0,1000,Intel,Windows,11.696022720831856
Dell,Notebook,4,0.47000362924573563,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows,10.576614498925235
HP,Notebook,8,0.62057648772511,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.51225262382344
Asus,Notebook,8,0.9895411936137477,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Others/No OS/Linux,10.765658261746038
Lenovo,Gaming,8,0.9162907318741551,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.900173422280695
Lenovo,Notebook,4,0.5306282510621704,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows,10.370822624347584
Asus,Notebook,4,0.4054651081081644,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,9.672654512737537
Dell,Notebook,8,0.8329091229351039,1,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows,10.126185116412724
Lenovo,Ultrabook,8,0.5596157879354227,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows,11.078373090310091
Lenovo,Gaming,16,0.9162907318741551,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.959350991490268
Dell,Ultrabook,8,0.20701416938432612,1,0,276.053530085501,Intel Core i5,0,256,Intel,Others/No OS/Linux,10.977716980635755
Asus,Gaming,16,1.4586150226995167,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.715790550995315
Lenovo,Notebook,8,0.5306282510621704,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows,11.19373786463554
HP,Ultrabook,16,0.14842000511827322,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows,11.558808550535495
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Others/No OS/Linux,10.126163794678414
Asus,Gaming,12,1.0986122886681098,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,10.830969824842061
Dell,2 in 1 Convertible,8,0.8329091229351039,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.97315700921406
HP,2 in 1 Convertible,4,0.3364722366212129,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,10.397183294038651
Lenovo,Notebook,4,0.7419373447293773,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux,9.962013031516571
Lenovo,Notebook,4,0.7884573603642703,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows,9.67600459962282
Acer,Netbook,2,0.26236426446749106,0,0,135.0942111925629,Other Intel Processor,0,32,Intel,Others/No OS/Linux,9.134616325446663
Dell,Notebook,8,1.4861396960896067,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows,11.599202972743706
Asus,Notebook,4,0.8628899551470398,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows,9.964497380151283
Dell,Notebook,8,0.4824261492442928,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,10.450993742936223
Lenovo,2 in 1 Convertible,8,0.09531017980432493,1,1,194.94753717542463,Other Intel Processor,0,256,Intel,Windows,11.144911042902732
HP,Notebook,4,0.62057648772511,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows,9.88635767027266
HP,Notebook,4,0.8372475245337022,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,11.064804181259648
HP,Notebook,4,0.494696241836107,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows,10.855945108418139
Dell,2 in 1 Convertible,8,0.4824261492442928,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.683645110085203
Acer,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows,10.126163794678414
Asus,Netbook,2,0.09531017980432493,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,9.47681923677686
Lenovo,Notebook,8,1.0296194171811581,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia,Others/No OS/Linux,10.523780128994506
HP,Ultrabook,8,0.3576744442718159,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.254189968552817
Acer,2 in 1 Convertible,1,0.47000362924573563,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.882315804880687
Dell,Notebook,4,0.7793248768009977,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux,10.071160338072124
Lenovo,Notebook,8,0.5596157879354227,0,1,157.3505121487356,Intel Core i5,0,256,AMD,Windows,10.993085090159761
HP,Notebook,8,0.6729444732424258,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,10.49618215379083
Asus,Ultrabook,8,0.371563556432483,0,1,165.6321180513006,Intel Core i5,0,512,Nvidia,Windows,10.908984051962848
Dell,Notebook,4,0.7793248768009977,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows,10.395555954379276
Dell,Gaming,8,0.9400072584914712,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.942047370678033
Dell,2 in 1 Convertible,4,0.7323678937132266,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,10.655147649183533
MSI,Gaming,16,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.144911042902732
Asus,Gaming,64,1.275362800412609,0,1,127.33567457123111,Intel Core i7,0,1000,Nvidia,Windows,12.263341053320566
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux,10.07138558866436
Apple,Ultrabook,8,-0.08338160893905101,0,1,226.41554716935852,Other Intel Processor,0,256,Intel,Mac,11.116330976323743
Lenovo,Gaming,16,0.9162907318741551,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.047982926769505
Asus,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,9.88635767027266
HP,Notebook,8,0.7419373447293773,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows,10.588945244611693
MSI,Gaming,16,0.9932517730102834,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.352069152558354
Apple,Ultrabook,8,0.3148107398400336,0,1,226.98300468106115,Intel Core i5,0,128,Intel,Mac,11.175754549129524
HP,Ultrabook,4,0.6471032420585384,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.188167121983652
Acer,Notebook,4,0.7419373447293773,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows,10.087028365734811
Lenovo,Notebook,2,0.4054651081081644,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows,9.409283029786373
HP,Notebook,6,0.712949807856125,0,0,141.21199808219862,AMD Processor,0,0,AMD,Windows,10.285461122475176
Lenovo,2 in 1 Convertible,8,0.3148107398400336,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows,11.49796125761926
Dell,Notebook,4,0.47000362924573563,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,10.749784912589748
HP,Notebook,4,0.6678293725756554,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,11.118388427393754
Lenovo,Notebook,4,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows,9.708902303129879
HP,Notebook,4,0.62057648772511,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Others/No OS/Linux,9.819076457336159
Asus,Notebook,4,0.6931471805599453,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,10.349204995339194
Lenovo,Notebook,8,1.0986122886681098,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,Windows,10.46628456073464
Dell,Notebook,4,0.8064758658669485,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows,10.620847035233894
Dell,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Others/No OS/Linux,10.159709917169616
Lenovo,2 in 1 Convertible,8,0.3364722366212129,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows,11.352694739066088
Lenovo,Ultrabook,64,0.1570037488096647,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows,11.406054689443872
Asus,Notebook,4,0.8960880245566357,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,10.336863503805128
MSI,Gaming,16,1.0784095813505903,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.481603204750256
Acer,Notebook,8,0.8020015854720274,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,10.584910269399515
HP,Notebook,12,0.7929925155296614,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,11.166237060564342
Lenovo,Ultrabook,8,0.27763173659827955,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.470547260182666
Asus,Gaming,16,1.0986122886681098,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.291444530741918
Asus,Notebook,8,0.7419373447293773,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.018720942220474
HP,Notebook,8,0.9669838461896731,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,Windows,10.960277346350399
Lenovo,2 in 1 Convertible,8,0.5538851132264376,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,10.776844060703754
Dell,Gaming,16,1.4861396960896067,0,1,107.59009377691324,Intel Core i7,1000,256,Nvidia,Windows,11.912578515747587
Asus,Gaming,8,0.9932517730102834,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.352694739066088
Dell,Notebook,4,0.5007752879124892,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows,10.510802297245792
Asus,Ultrabook,16,-0.09431067947124129,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows,11.551145677789926
Dell,Notebook,16,1.0296194171811581,0,0,127.33567457123111,Intel Core i7,2000,256,AMD,Windows,11.216927309554451
Dell,Notebook,2,0.7884573603642703,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,9.913097231314559
Samsung,Ultrabook,16,0.20701416938432612,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows,11.49796125761926
HP,Ultrabook,8,0.3220834991691132,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia,Windows,10.99575173454406
HP,Notebook,8,0.3576744442718159,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.29741074002049
Dell,Gaming,16,0.9631743177730056,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,11.274682488942933
Mediacom,Notebook,4,0.3364722366212129,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,Windows,9.555290852218356
Dell,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,10.082583913974387
Asus,Gaming,32,1.275362800412609,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows,11.129394827810977
HP,Notebook,4,0.712949807856125,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.70777173269934
HP,Notebook,4,0.3920420877760237,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows,10.978617394068182
Lenovo,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,10.53941655276426
HP,Notebook,4,0.6471032420585384,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,10.147031952176631
MSI,Gaming,16,0.9932517730102834,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,11.283969856325212
Lenovo,Notebook,8,0.4054651081081644,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,10.977716980635755
HP,Notebook,8,0.9745596399981308,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows,10.274785970374204
Dell,Notebook,4,0.5653138090500605,0,0,111.93520355955211,Intel Core i3,500,0,Intel,Windows,10.34717287346399
Acer,Notebook,8,0.8754687373538999,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,10.633572072102883
MSI,Gaming,8,0.9932517730102834,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows,11.18267988243989
HP,Notebook,8,0.4885800148186709,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,10.913845510249093
Lenovo,Gaming,8,0.9162907318741551,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,10.930199891113121
HP,Notebook,8,0.8372475245337022,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,11.23889064370897
Lenovo,Notebook,4,0.7884573603642703,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,10.25782777312814
HP,Ultrabook,4,0.23111172096338664,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,11.32736089528991
HP,Notebook,8,0.4885800148186709,0,0,157.3505121487356,Intel Core i5,1000,0,Intel,Windows,10.675061366393813
Dell,Notebook,4,0.7793248768009977,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,10.79174911168878
Lenovo,Ultrabook,12,2.128231705849268,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,11.397934727218958
Lenovo,2 in 1 Convertible,16,0.3364722366212129,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,11.49796125761926
Dell,2 in 1 Convertible,8,0.7323678937132266,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows,10.683645110085203
Dell,Notebook,8,0.7793248768009977,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.653903140886465
HP,Notebook,6,0.9969486348916096,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows,10.460211528926417
Dell,Notebook,8,0.6931471805599453,0,0,100.45466986113651,Intel Core i3,0,256,Intel,Windows,10.475348066887987
Acer,Notebook,6,2.1077860146889784,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows,10.283659467741664
Asus,Ultrabook,8,0.5306282510621704,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.93201122675303
Dell,2 in 1 Convertible,8,0.7843580606133294,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,10.882315804880687
MSI,Gaming,8,0.9932517730102834,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,11.182294337407903
Lenovo,Notebook,8,0.6259384308664954,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,10.73132994821639
Acer,Notebook,6,0.7419373447293773,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,10.147261623643049
Lenovo,Notebook,4,0.7884573603642703,0,0,100.45466986113651,AMD Processor,500,0,AMD,Others/No OS/Linux,9.708902303129879
Toshiba,Notebook,8,0.4054651081081644,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,10.855945108418139
HP,Notebook,8,0.712949807856125,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,10.902128245864017
Dell,Notebook,8,0.47000362924573563,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,10.99575173454406
Asus,Notebook,4,0.4054651081081644,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows,9.60318213992277
Lenovo,2 in 1 Convertible,4,-0.37106368139083207,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,Windows,10.147261623643049
Dell,Notebook,4,0.8329091229351039,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,10.435465480609668
Lenovo,Notebook,8,0.7884573603642703,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux,10.188167121983652
Lenovo,Notebook,8,0.5007752879124892,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,11.265171547683302
